device,model,task,image_id,latency_ms,resolution,measured_at
cuda,sam2-tiny,segmentation,000000000490,150.5937179999819,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000491,153.67578099994716,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000502,149.75957799970274,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000508,159.72127600025487,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000510,152.59986299997763,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000514,161.7230839997319,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000520,150.47951699989426,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000529,141.0248230004072,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000531,151.74138399970616,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000532,151.29466400003366,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000536,171.66171500002747,640,2026-07-01
cuda,rfdetr-nano,detection,000000000009,84.963235000032,640,2026-07-01
cuda,rfdetr-nano,detection,000000000025,89.03210100015713,640,2026-07-01
cuda,rfdetr-nano,detection,000000000030,95.20079000003534,640,2026-07-01
cuda,rfdetr-nano,detection,000000000034,93.40750999990632,640,2026-07-01
cuda,rfdetr-nano,detection,000000000036,89.46089199980634,640,2026-07-01
cuda,rfdetr-nano,detection,000000000042,71.57681799981219,640,2026-07-01
cuda,rfdetr-nano,detection,000000000049,50.0341759998264,640,2026-07-01
cuda,rfdetr-nano,detection,000000000061,49.24418499967942,640,2026-07-01
cuda,rfdetr-nano,detection,000000000064,49.26242900000943,640,2026-07-01
cuda,rfdetr-nano,detection,000000000071,49.58243800001583,640,2026-07-01
cuda,rfdetr-nano,detection,000000000072,50.60242700028539,640,2026-07-01
cuda,rfdetr-nano,detection,000000000073,49.855161999857955,640,2026-07-01
cuda,rfdetr-nano,detection,000000000074,49.62085900024249,640,2026-07-01
cuda,rfdetr-nano,detection,000000000077,51.83917099975588,640,2026-07-01
cuda,rfdetr-nano,detection,000000000078,70.0135379997846,640,2026-07-01
cuda,rfdetr-nano,detection,000000000081,49.28796300009708,640,2026-07-01
cuda,rfdetr-nano,detection,000000000086,49.88259299989295,640,2026-07-01
cuda,rfdetr-nano,detection,000000000089,49.37091200008581,640,2026-07-01
cuda,rfdetr-nano,detection,000000000092,48.376662000009674,640,2026-07-01
cuda,rfdetr-nano,detection,000000000094,48.98295200018765,640,2026-07-01
cuda,rfdetr-nano,detection,000000000109,48.81511399980809,640,2026-07-01
cuda,rfdetr-nano,detection,000000000110,48.290876999999455,640,2026-07-01
cuda,rfdetr-nano,detection,000000000113,50.663519999943674,640,2026-07-01
cuda,rfdetr-nano,detection,000000000127,48.316466999949625,640,2026-07-01
cuda,rfdetr-nano,detection,000000000133,50.614661000054184,640,2026-07-01
cuda,rfdetr-nano,detection,000000000136,49.63310499988438,640,2026-07-01
cuda,rfdetr-nano,detection,000000000138,48.79877999974269,640,2026-07-01
cuda,rfdetr-nano,detection,000000000142,48.628904999986844,640,2026-07-01
cuda,rfdetr-nano,detection,000000000143,50.72574899986648,640,2026-07-01
cuda,rfdetr-nano,detection,000000000144,49.50106500018592,640,2026-07-01
cuda,rfdetr-nano,detection,000000000149,57.364714999948774,640,2026-07-01
cuda,rfdetr-nano,detection,000000000151,49.766389000069466,640,2026-07-01
cuda,rfdetr-nano,detection,000000000154,49.521472999913385,640,2026-07-01
cuda,rfdetr-nano,detection,000000000164,52.68381100040642,640,2026-07-01
cuda,rfdetr-nano,detection,000000000165,62.28509499987922,640,2026-07-01
cuda,rfdetr-nano,detection,000000000192,53.859856000144646,640,2026-07-01
cuda,rfdetr-nano,detection,000000000194,50.85041700021975,640,2026-07-01
cuda,rfdetr-nano,detection,000000000196,50.54474099961226,640,2026-07-01
cuda,rfdetr-nano,detection,000000000201,51.86210600004415,640,2026-07-01
cuda,rfdetr-nano,detection,000000000208,50.343931000043085,640,2026-07-01
cuda,rfdetr-nano,detection,000000000241,49.212809999971796,640,2026-07-01
cuda,rfdetr-nano,detection,000000000247,52.91180699987308,640,2026-07-01
cuda,rfdetr-nano,detection,000000000250,48.71981600035724,640,2026-07-01
cuda,rfdetr-nano,detection,000000000257,50.099977999707335,640,2026-07-01
cuda,rfdetr-nano,detection,000000000260,49.536834999798884,640,2026-07-01
cuda,rfdetr-nano,detection,000000000263,49.95338700018692,640,2026-07-01
cuda,rfdetr-nano,detection,000000000283,48.962981999920885,640,2026-07-01
cuda,rfdetr-nano,detection,000000000294,50.226577000103134,640,2026-07-01
cuda,rfdetr-nano,detection,000000000307,49.633268999969005,640,2026-07-01
cuda,rfdetr-nano,detection,000000000308,53.2540340000196,640,2026-07-01
cuda,rfdetr-nano,detection,000000000309,52.45179100029418,640,2026-07-01
cuda,rfdetr-nano,detection,000000000312,49.4575640000221,640,2026-07-01
cuda,rfdetr-nano,detection,000000000315,49.6657270000469,640,2026-07-01
cuda,rfdetr-nano,detection,000000000321,53.30891099993096,640,2026-07-01
cuda,rfdetr-nano,detection,000000000322,57.646723999823735,640,2026-07-01
cuda,rfdetr-nano,detection,000000000326,59.117990999766334,640,2026-07-01
cuda,rfdetr-nano,detection,000000000328,51.82991299989226,640,2026-07-01
cuda,rfdetr-nano,detection,000000000332,50.961060999725305,640,2026-07-01
cuda,rfdetr-nano,detection,000000000338,49.95649600004981,640,2026-07-01
cuda,rfdetr-nano,detection,000000000349,51.78813500015167,640,2026-07-01
cuda,rfdetr-nano,detection,000000000357,51.35946500013233,640,2026-07-01
cuda,rfdetr-nano,detection,000000000359,52.67801900026825,640,2026-07-01
cuda,rfdetr-nano,detection,000000000360,50.149814000178594,640,2026-07-01
